str_no_string|NO STRING!
str_npc11_backstory_b|I am a blacksmith and I come from Dijon, although the Burgundians are regarded well everywhere in France, I do not deny my origins. Moreover, I am a merchant of arms.
str_npc12_backstory_b|I have already traveled a large area of France, and I no longer count the men whom God has saved by my hand, and how many nights have I spent battle after battle, sewing limbs and dressing wounds.
str_npc13_backstory_b|Ah, that beer is good. I'm kind of a mercenary, although I'm the bastard of a noble whose name I forgot, I always had to manage by myself when I grew up in the garbage of Bourges.
str_npc14_backstory_b|These English bastards, but these Burgandy traitors are not any better. Their miserable Duke will never cease wanting to enslave us. Our goal is to hinder and to delay them in their objectives in order to discourage them. Do you understand? We should not speak too loud...
str_npc15_backstory_b|Until the other day, I was the personal tutor of the son of the lord of {s20}. But this stingy man was starting to find that my personal salary was far too high. He fired me, so I'm looking for another employer.
str_npc16_backstory_b|My mother was a servant in a castle. The Lord had given her three bastards and I was the last, before he let us all die of hunger. I seduced the lord and I forced him to get married with me.  Of course he died after that, and the castle was ours, what a sad day, my {lord/lady}, if you could have seen how sad I was...
str_npc1_backstory_c|I am an excellent rider and I know how to use a lance, I have even won a tournament at one point.
str_npc2_backstory_c|After his death, I swore to kill a hundred of his enemies in his name, so I am looking for employment as a squire to achieve it.
str_npc3_backstory_c|I would like, at first, to join a mercenary company and thus live from my job as a skilled man-at-arms. You may be able to help me.
str_npc4_backstory_c|A strong smell of burning, outside the flames rose so high and soldiers were screaming so loudly, running, hiding. I realized that I was alone, invaded by atrocious fears about the fate of my family. And then the silence, the early morning, my beautiful charred farm, oh my god my wife, my children, dead. So I'm looking for a company where I could enlist to fight the injustice of the war, and thus avenge mine.
str_npc5_backstory_c|I have since been looking for employment or I would not be paid as a blacksmith apprentice. I remember my martial foundation and moreover, I am a good trader and would be useful for your company, what do you say?
str_npc6_backstory_c|We were incorporated into the troops of the Dauphin of France, the day of the last battle with my comrades, we were faced with an English company. Inferior in number, we were cut to shreds. Since that day, I wish to continue my trade by becoming a mercenary and avenge my comrades by cutting down English scum. No worries, even if my thirst is hard to quench, I am not suicidal and would not fail my orders on a battlefield.
str_npc7_backstory_c|For you, I can be a hunter, and man is the game that I also know how to hunt. Are you interested?
str_npc8_backstory_c|I try to pick up as much loot as possible before I retire, maybe someday, I will open a brothel. If I survive, I intend to have the money to have a good life.
str_npc9_backstory_c|I am the son of the lord Charles de Bourbon, and my naivety has prevented me from perceiving that the marriage with Dame Eleonore de Poitou was only an arrangement between our families. Do you understand? She never had the slightest feeling for me. It is a tragedy, I leave for the French host and for a destination less glorious than that for which I was prepared, as long as I am not under the orders of my father. I would even follow a troupe of bandits or mercenaries if someone entered this tavern and offered it to me. If my lord has claimed my tears, let him take my blood and my life, so be it.
str_npc10_backstory_c|After, I traveled from town to town looking for employment as a trainer, without result. I would be very grateful if a mercenary captain was willing to enlist me in his company.
str_npc11_backstory_c|In spite of everything, I know how to use a sword, and to tell you everything, I'm looking for the brigands who looted and burnt my forge, even if I must kill them all. Do you realize the scourge that these groups of looters cause on the roads? I am trying to form a militia to fight them and to repeat to them a hundred times what they took from me. Would you be interested?
str_npc12_backstory_c|In spite of my unshakable faith, I often hate what the nobles are doing to their men-at-arms, does not the shepherd have love and protection for his sheep? How diabolical is it to use men and women for political ends?
str_npc13_backstory_c|I've been stealing to survive, but I've spent my life fighting for food, and over the years I've been fighting for more and more money and against more and more experienced troops, if you you want a solid infantryman whom you can trust to ensure your rear, you have it in front of you.
str_npc14_backstory_c|If you allow me to join you, my crossbow will serve you, and in return I could ask you to help mine, what do you say? It seems to me a good deal.
str_npc15_backstory_c|I would be extremely grateful if someone could provide me employment in my field.
str_npc16_backstory_c|Unfortunately, these gentlemen are more and more suspicious and it becomes almost impossible to make a living. Do you  need my services by chance?
str_npc1_backstory_later|I traveled from taverns to taverns to set up a mercenary company, but I only had drunkards who could barely stand up.
str_npc2_backstory_later|I traveled from field to field, but my engagements were not very chivalrous.
str_npc3_backstory_later|I have traveled, but people seem terribly ignorant. Some even insult me by calling me worthless. If only I could find a company worthy of the name.
str_npc4_backstory_later|I went back to my charred earth, but I encountered too many insurmountable difficulties. Alone, without tools, without money, impossible to embark on a reconstruction. I asked for help, but no one answered my call. So here I am, and I'm looking for employment.
str_npc5_backstory_later|I still have not found a stable work, I desperately seek a true companion of road, {sire/madame}.
str_npc6_backstory_later|Since then I have wandered here, looking for a good company with real fighters, but I have seen nothing good, only the arrogant and the pretentious, whose acts were only feigned and cowardly.
str_npc7_backstory_later|I traveled and looked for employment as a tracker. But I only met ignorant and lousy poachers.
str_npc8_backstory_later|I traveled in search of loot and troops to kill, but here there are only peasants to pluck, those that do not even know how to defend themselves. I think I prefer to come with you, my brutal strength could be you useful.
str_npc9_backstory_later|I have toured Europe, offering the services of a warrior, but they are too stingy to maintain a knight. It seems that I am condemned to wander, looking for something better.
str_npc10_backstory_later|I engaged in the service of some French lords, but it never lasted very long. If only I could find someone who would enjoy old-fashioned discipline.
str_npc11_backstory_later|I searched all over the region groups of looters, hoping to find those who destroyed my forge. I joined bounty hunters and we had a lot of blood on our hands. Despite all, my thirst for vengeance is not yet sated. I then found a very profitable business reselling what they had stolen.
str_npc12_backstory_later|I traveled from town to village, I saved as many servants of God as I could, but it goes without saying that it was with you that I had the most work and opportunities for exercise my art, even if sometimes you scare me.
str_npc13_backstory_later|Ha, my friend, I've travelled all the taverns, and none of them serves anything but the Burgandian piss, I'm tired of it, I prefer to go on the road with you.
str_npc14_backstory_later|I wandered from different camps, with a hungry stomach and without having the slightest opportunity to take action against the enemy, I think it's still with you that I'm most likely to serve my cause.
str_npc15_backstory_later|I traveled around the area looking for a good employer, but I was just hired as a mason. Is there no one that prefers a siege engineer to a mason?
str_npc16_backstory_later|I've been through little quests lately, but nothing really profitable.
str_npc1_backstory_response_1|You could join us.
str_npc2_backstory_response_1|You could join us.
str_npc3_backstory_response_1|You could join us.
str_npc4_backstory_response_1|Employment is possible in my company.
str_npc5_backstory_response_1|Employment is possible in my company.
str_npc6_backstory_response_1|A good mercenary would be very useful to me.
str_npc7_backstory_response_1|I can make a place for you in my company.
str_npc8_backstory_response_1|I ... you seem as strong as you are dangerous, but I guess you'll be an asset on a battlefield, why don't you join my group?
