str_no_string|NO STRING!
str_npc16_intro|Messire, quelle prestence si je puis me permettre. Estes vous loing de votre femme? aurriez vous besoin de mon aide ?
str_npc1_intro_response_1|Que fait un noble dans une taverne ? de plus vous n'y semblez pas a votre aise.
str_npc2_intro_response_1|Vous avez perdu votre chemin ? Que vous est-il arrivé, écuyer ?
str_npc3_intro_response_1|Bonjour, etes vous mercenaire ?
str_npc4_intro_response_1|J'aimerais d'abord connaître les vôtres.
str_npc5_intro_response_1|Peut-être, pourquoi ?
str_npc6_intro_response_1|En effet, cela vous intéresse ?
str_npc7_intro_response_1|De quelle chasse parlez vous ?
str_npc8_intro_response_1|Simplement parler, si cela ne vous dérange pas.
str_npc9_intro_response_1|Un bien bel uniforme a porter dans une taverne.
str_npc10_intro_response_1|Pourquoi pas, en quel honneur ?
str_npc11_intro_response_1|En quel honneur ?
str_npc12_intro_response_1|Je vous remercie, que puis je y faire je vous prie ?
str_npc13_intro_response_1|Du calme l'ami, je cherche a recruter des mercenaires voila tout, je vous paye un verre ?
str_npc14_intro_response_1|Oui j'y suis allé,votre cause m'intéresse.
str_npc15_intro_response_1|En effet, puis-je vous demander pourquoi cette question ?
str_npc16_intro_response_1|Tu parle bien pour une coureuse de convois, ou as tu appris ?
str_npc1_intro_response_2|Vous parler fut engageant, mais je suis {pressé/pressée}, adieu.
str_npc2_intro_response_2|J'ai mieux à faire, pour votre moral allez vous saouler dans un bordel.
str_npc3_intro_response_2|Je n'ai pas de temps à perdre à discuter.
str_npc4_intro_response_2|Voilà une question bien indiscrète, adieu.
str_npc5_intro_response_2|Passez votre chemin.
str_npc6_intro_response_2|Au large Messire, cela ne vous regarde pas.
str_npc7_intro_response_2|Point le temps de trinquer.
str_npc8_intro_response_2|De vous ? Absolument rien, adieu.
str_npc9_intro_response_2|J'ai cru reconaitre une personne.
str_npc10_intro_response_2|Autre chose à faire que de perdre du temps dans une taverne, adieu.
str_npc11_intro_response_2|Non merci, adieu.
str_npc12_intro_response_2|Je finirais bien par trépasser vous savez, tout comme vous.
str_npc13_intro_response_2|Trouve quelqu'un d'autre pour te battre ivrogne.
str_npc14_intro_response_2|Non pas encore,et ca ne m'intérèsse guerre d'ailleurs, adieu.
str_npc15_intro_response_2|Cela ne vous regarde pas, adieu.
str_npc16_intro_response_2|Non, je n'ai pas besoin d'une gourgandine.
str_npc1_backstory_a|Je voie, Mon nom est Perceval de Blois, je suis un ancien capitaine de garde et je suis a la taverne pour recruter des hommes afin de monter une petite compagnie de mercenaires.
str_npc2_backstory_a|Il s'agit d'un conte tragique, mais j'aime que quelqu'un veuille l'entendre.
str_npc3_backstory_a|Mercenaire ? non bien mieux que ca, je suis Sergent d'armes, du moins je l'étais, je viens de me faire congédié.
str_npc4_backstory_a|Eh bien {Messire/madame}, pour moi c'est un désastre. J'ai tout perdu à cause de cette guerre. J'avais une belle ferme dans laquelle je produisais du lait et du bon beurre, je fesais aussi dans la volaille. En plus la terre était tellement bonne que cela me permettait de cultiver des céréales d'excellente qualité. Mais ma plus belle fierté était mon élevage de chevaux de trait, les meilleurs de la région.
str_npc5_backstory_a|C'est bien ce qu'il me semblais, a vous voir je dirais que vous etes entreprenant et ambitieux.
str_npc6_backstory_a|Il se trouve que je suis mercenaire et que je suis a la recherche d'une compagnie, je sait manier l'épée et je suis rapide.
str_npc7_backstory_a|Je suis chasseur, et bien que cela m'a vallu du cachot en ayant chassé dans les terres des nobles je ne césserai cette activité. connaissez une foret qui n'appertienne pas a un noble ? c'est une honte, comme si c'était les nobles qui les avaient fait pousser.
str_npc8_backstory_a|Je te conseille de ne pas me mettre la hire en moi ou tu n'aura pas le temps de regretter, j'ai longtemps été boureau, et plus tard par ironie hors la loi, tout ca pour te prévenir qu'abattre une tete ne me fait pas peur au contraire.
str_npc9_backstory_a|Bien que n'ayant pas achevé mes classes me voila parti guerroyer Messire.
str_npc10_backstory_a|Je suis actuellement à la recherche d'un emploi. Prenez un verre et je vais vous dire tout ce qu'il y a à savoir.
str_npc11_backstory_a|Vous faut-il donc une excuse pour vous désalterer ? le voyage a été long et j'ai soif voila tout.
str_npc12_backstory_a|Je suis un médecin itinérant et un bon Chrétien, par ces temps de guerre incéssants je m'emploie  a sauver autant de vie qu'il m'est possible. 
str_npc13_backstory_a|C'est pas de refus, alors vous cherchez des hommes qui savent se battre ?
str_npc14_backstory_a|Formidable l'ami,sache que nous cherchons toujours des combatans dévoués,ne ne somme encore qu'une poigné de ventres creux,mais demain nous serons une armée.
str_npc15_backstory_a|Je suis un ingénieur,j'étudie les engins de siege,et je cherche désespérément un employeur. avez vous déja vue une bombarde tirer de pret? je pari que non.
str_npc16_backstory_a|Voyez-vous Messire, je n'est jamais été dans le besoin et ce depuis mon plus jeune age, je sait manier ma langue comme une arme et dans bien des cas.
str_npc1_backstory_b|Ou meme rejoindre une compagnie déja formée si bien entendu j'en tiens un poste clé.
str_npc2_backstory_b|J'étais l'écuyer du Seigneur Graham. Certains appellent mon ancien maître le petit-maître de la fortune, il portait les armes au nom du roi Edward jusqu'au jour où il a rencontré un des fils de notre roi dans un tournoi à Londres. Sa majesté le Prince Lionel a jouté contre le seigneur Graham, mais il y eu un terrible accident. Quand le prince est tombé, le cheval de mon seigneur a trébuché, et envoya mon seigneur directement sur la lance du prince, le tuant sur le coup.
str_npc3_backstory_b|Une malheureuse affaire croyez le, j'étois affecté a la garde d'un menbre royale alors que celui ci s'est fait tué d'un carreau d'abelestre sous mes yeux, le tir vennais des fourrées alors que le prince sortais du carrose. évidament étant la seule personne non noble présente je fut de suite accusé. qu'importe, ils ne savent pas ce qu'ils perdent.
str_npc4_backstory_b|Pour ma famille et moi cela représentait un énorme travail, mais on arrivait à bien en vivre, et ce malgré des taxes seigneuriales exorbitantes. Nous vivions heureux avec ma femme et mes deux enfants encore adolescents, jusqu'à cette horrible nuit où tout a basculé. Je revis la scène à chaque instant.
str_npc5_backstory_b|Je me nome Hermance, je suis un ancien soldat reconvertis dans la négoce de marchandises, sans vantardises je pense etre passé maistre dans l'art de faire du profit, j'avais un comptoir il n'y as pas si longtemps a Bordeaux ma ville natale  mais on me le retira pour le distribuer a un noble seigneur anglais, je doit vous dire tout de suite que je ne porte pas les anglois dans mon coeur.
str_npc6_backstory_b|Vous devez vous demander pourquois je n'ai pas encore de compagnie, et bien il se trouve que j'en avais une ou plus exactement j'en suit le seul survivant.
str_npc7_backstory_b|Cependant j'en ai plus qu'assez des geoles, je cherche du travail en tant que guide ou pisteur, les nobles ne veulent pas m'engager pour les chasses a eux, de toutes facons je n'aime pas le facon de chasser avec tant de manières. je sait manier un arc et pister du gibier, je sait meme suivre un petit groupe a distance.
str_npc8_backstory_b|Je doit meme dire que je prend un certain plaisir a tuer des hommes, je suis meme en quelque sorte assassin contre quelques écus je peut tuer n'importe qui.
str_npc9_backstory_b|Pardonnez moi nous ne nous connaissons pas, et j'ai bien peur de ne point avoir trop d'amis a dire ceci, mais je m'engage dans l'host du Dauphin de France pour fuir ma vie, voyez vous une damoiselle a la quelle j'était éperdument attaché viens de briser nostre avenir. 
str_npc10_backstory_b|Je suis un maîstre d'armes. J'ai parcouru toute la France. J'ai toujours fait du bon travail. Et puis j'ai servi le seigneur de Nevers, il avait du mépris pour moi. Son fils est venu se former, et au cours de son premier tournoi, le roquet paresseux eu le bras cassé. Ce n'était pas de ma faute, mais son père a profité du malheur de l'enfant pour me congédier.
str_npc11_backstory_b|Je suis forgeron et je viens de Dijon, bien que les bourguignons ne sont pas bien vus partout en France, je n'en renie pas mes origines pour autant, de plus je ne suis qu'un marchand d'armes.
str_npc12_backstory_b|J'ai déjà parcouru une grande superficie de la France, et je ne compte plus les hommes que Dieu a sauvé par ma main, et combien de nuit ai je passé aprés une bataille a emputer et recoudre des plaies.
str_npc13_backstory_b|Ca tombe bien, je suis en quelque sorte mercenaire, bien que je soit le batard d'un noble dont j'ai oublié le nom, j'ai toujours du me débrouiller quand j'ai grandis dans les ordures de Bourges. 
str_npc14_backstory_b|Ces bâtards d'Anglais, mais autant ces traitres de bourgignons a la botte de leur misèrable duc n'aurons de cesse de vouloir nous asservir...notre but es de les gener et de les retarder dans leurs objectifs afin de les décourager...tu comprend ? mais nous ne devrions pas parler de ca a voix haute.
str_npc15_backstory_b|Jusqu'à l'autre jour, j'étais le tuteur personnel du fils du seigneur de {s20}. Mais ce radin commencais a trouver que mon salaire personnel était beaucoup trop élevé. Il m'a congédié, je suis donc à la recherche d'un autre employeur.
str_npc16_backstory_b|Ma mère étais servante dans un chateau, le seigneur lui avais donné trois batards et je fut la dérnière, avant qu'il ne nous laisse tous mourrire de faim, j'ai séduit le seigneur et je l'ai forcé a se marrié avec moi, bien entendu il est mort peut aprés et le chateau fut a nous, quel triste jour Mon seigneur, si vous aviez pu voire comme j'était triste...
str_npc1_backstory_c|Je suis un exelent cavalier et je sait me servire d'une lance , j'ai meme gagné un tournois tantot.
str_npc2_backstory_c|Après sa mort, j'ai fait le serment de tuer cent de ses ennemis en son nom, je recherche donc un emploi d'écuyer pour le réaliser.
str_npc3_backstory_c|Je souhaite, dans un premier temps, me joindre à une compagnie de mercenaires et ainsi vivre de mon métier d'homme d'armes qualifié. Vous pouvez peut-être m'aider.
str_npc4_backstory_c|Une forte odeur de brûlé, dehors les flammes montent si haut et les soldats crient si fort, courir, se mettre à l'abri, se terrer. J'ai réalisé que j'étais seul dans mon trou, envahi par d'atroces craintes sur le sort de ma famille. Et puis le silence, le petit matin, ma belle ferme calcinée, oh mon dieu ma femme, mes enfants, morts. Alors je recherche une compagnie où je pourrais m'enrôler pour combattre l'injustice de la guerre, et ainsi venger les miens.
str_npc5_backstory_c|Je suis depuis a la recherche d'un travail ou je ne serais pas payé comme un apprentis forgeron, je me souviens de mes bases martiales et de plus un bon négociant vous serais utile lors de vos dépenses pour votre compagnie, qu'en dites vous ?
str_npc6_backstory_c|Nous étions incorporés dans les troupes du Dauphin de France, le jour de la dérniére bataille pour mes camarades, nous étions face a une compagnie anglaise, inférieurs en nombre nous avons été taillés en pieces, meme depuis ce jour je désire hardament continuer mon metier de mercenaire et venger mes camarades en taillant de l'anglois, point d'inquiétudes, meme si ma soif est plus dur a étancher qu'auparavant je ne suit pas devenu suicidaire et ne faillirais pas a mes ordres sur un champ de bataille.
str_npc7_backstory_c|Pour peut que vous soyez chasseur de prime, l'homme est un gibier que je sait aussi chasser, etes vous intéressé ?
str_npc8_backstory_c|Je cherche à amasser le plus possible de butins avant de me retirer, peut etre meme bien que je ferai ouvrir un  bordel, si je survis je compte bien me payer du bon temps.
str_npc9_backstory_c|Je suis le fils du seigneur Charles de Bourbon, et ma naiveté m'as empechée de percevoir que le mariage avec Dame Eleonore de Poitou n'étais qu'un arrangement entre nos familles. vous rendez vous compte ? elle n'as jamais eu le moindre sentiment a mon égard. c'est une tragédie, je part pour l'host Francais et pour une déstiné moins glorieuse que celle pour la quelle je fut préparé, du moment que je ne soit pas sous les ordres de mon père, je suivrais meme une troupe de bandits ou de mercenaires si quelqu'un entrait dans cette taverne et me le proposais. Si mon seigneur a réclamé mes larmes qu'il prenne aussi mon sang et ma vie, qu'il en soit ainsi.  
str_npc10_backstory_c|Après, j'ai voyagé de ville en ville à la recherche d'un emploi de formateur, sans résultat. Je serais très reconnaissant si un capitaine de mercenaires voulait bien m'enrôler dans sa compagnie.
